Nationality,Sex,Cause of Death,الوفيات,سبب الوفاة,جنس,الجنسية,سنة
Bahraini,Male,Diseases of the Eye & Adnexa,0,أمراض العين وتوابعها,ذكر,بحريني,2018
Bahraini,Male,Diseases of the Respiratory System,95,أمراض الجهاز التنفسي,ذكر,بحريني,2018
Bahraini,Male,Diseases of the Digestive System,51,أمراض الجهاز الهضمي,ذكر,بحريني,2018
Bahraini,Male,Diseases of Genitourinary System,64,أمراض الجهاز التناسلي البولي,ذكر,بحريني,2018
Bahraini,Male,External Causes of Morbidity & Mortality,93,الأسباب الخارجية للمرض والوفاة,ذكر,بحريني,2018
Bahraini,Male,Factors Influencing Health Status & Contact with Health Services,1,العوامل المؤثرة على الحالة الصحية والمتعلقة بالخدمات الصحية,ذكر,بحريني,2018
Bahraini,Female,Diseases of the Blood & Blood Forming Organs,9,أمراض الدم وأعضاء تكوين الدم,انثى,بحريني,2018
Bahraini,Female,Diseases of the Circulatory System,440,أمراض الجهاز الدوري,انثى,بحريني,2018
Bahraini,Female,"Pregnancy, Child-Birth & the Puerperium*",1,الحمل والولادة والنفاس*,انثى,بحريني,2018
Bahraini,Female,"Injuries, Poisoning & Certain Other Consequences of External Causes",0,الإصابات والتسمم ونتائج أخرى معينة للأسباب الخارجية,انثى,بحريني,2018
Bahraini,Female,Others,0,أخرى,انثى,بحريني,2018
Non-Bahraini,Male,Mental Disorder,1,الإضطرابات العقلية,ذكر,غير بحريني,2018
Non-Bahraini,Male,Diseases of the Nervous System & Sense Organs,3,أمراض الجهاز العصبي,ذكر,غير بحريني,2018
Non-Bahraini,Male,Diseases of the Digestive System,8,أمراض الجهاز الهضمي,ذكر,غير بحريني,2018
Non-Bahraini,Male,Diseases of the Skin & Subcutaneous Tissue,1,أمراض الجلد والنسيج الخلوي تحت الجلد,ذكر,غير بحريني,2018
Non-Bahraini,Male,"Pregnancy, Child-Birth & the Puerperium*",0,الحمل والولادة والنفاس*,ذكر,غير بحريني,2018
Non-Bahraini,Male,Conditions Originating in the Perinental Period,10,حالات معينة تنشأ في  الفترة حول موعد الولادة,ذكر,غير بحريني,2018
Non-Bahraini,Male,Congential Anomalies,7,العيوب والتشوهات خلقية,ذكر,غير بحريني,2018
Non-Bahraini,Male,"Injuries, Poisoning & Certain Other Consequences of External Causes",0,الإصابات والتسمم ونتائج أخرى معينة للأسباب الخارجية,ذكر,غير بحريني,2018
Non-Bahraini,Female,Diseases of the Blood & Blood Forming Organs,1,أمراض الدم وأعضاء تكوين الدم,انثى,غير بحريني,2018
Non-Bahraini,Female,Diseases of the Ear & Mastoid Process,0,أمراض الأذن والنتؤ الخشائي (الحلمي),انثى,غير بحريني,2018
Non-Bahraini,Female,Diseases of the Skin & Subcutaneous Tissue,0,أمراض الجلد والنسيج الخلوي تحت الجلد,انثى,غير بحريني,2018
Non-Bahraini,Female,Diseases of the Musculoskelatal System & Connective Tissue,2,أمراض الجهاز الهيكلي والنسيج الضام,انثى,غير بحريني,2018
Non-Bahraini,Female,Diseases of Genitourinary System,3,أمراض الجهاز التناسلي البولي,انثى,غير بحريني,2018
Non-Bahraini,Female,Conditions Originating in the Perinental Period,12,حالات معينة تنشأ في  الفترة حول موعد الولادة,انثى,غير بحريني,2018
Non-Bahraini,Female,Undefined illness,1,الأعراض والعلامات المرضية والحالات غير المعينة,انثى,غير بحريني,2018
Non-Bahraini,Female,"Injuries, Poisoning & Certain Other Consequences of External Causes",0,الإصابات والتسمم ونتائج أخرى معينة للأسباب الخارجية,انثى,غير بحريني,2018
Non-Bahraini,Female,Factors Influencing Health Status & Contact with Health Services,0,العوامل المؤثرة على الحالة الصحية والمتعلقة بالخدمات الصحية,انثى,غير بحريني,2018
Bahraini,Male,Diseases of the Blood & Blood Forming Organs,15,أمراض الدم وأعضاء تكوين الدم,ذكر,بحريني,2019
Bahraini,Male,"Endocrine, Nutritional & Metabolic & Immunity Disorders",44,أمراض الغدد الصماء والتغذية والتمثيل الغذائي وإضطرابات المناعة,ذكر,بحريني,2019
Bahraini,Male,Mental Disorder,1,الإضطرابات العقلية,ذكر,بحريني,2019
Bahraini,Male,Diseases of the Nervous System & Sense Organs,24,أمراض الجهاز العصبي,ذكر,بحريني,2019
Bahraini,Male,Diseases of the Circulatory System,605,أمراض الجهاز الدوري,ذكر,بحريني,2019
Bahraini,Male,Diseases of the Musculoskelatal System & Connective Tissue,1,أمراض الجهاز الهيكلي والنسيج الضام,ذكر,بحريني,2019
Bahraini,Male,Undefined illness,48,الأعراض والعلامات المرضية والحالات غير المعينة,ذكر,بحريني,2019
Bahraini,Male,Factors Influencing Health Status & Contact with Health Services,0,العوامل المؤثرة على الحالة الصحية والمتعلقة بالخدمات الصحية,ذكر,بحريني,2019
Bahraini,Female,"Endocrine, Nutritional & Metabolic & Immunity Disorders",35,أمراض الغدد الصماء والتغذية والتمثيل الغذائي وإضطرابات المناعة,انثى,بحريني,2019
Bahraini,Female,Diseases of the Nervous System & Sense Organs,40,أمراض الجهاز العصبي,انثى,بحريني,2019
Bahraini,Female,Diseases of the Eye & Adnexa,0,أمراض العين وتوابعها,انثى,بحريني,2019
Bahraini,Female,Diseases of the Circulatory System,467,أمراض الجهاز الدوري,انثى,بحريني,2019
Bahraini,Female,Diseases of Genitourinary System,68,أمراض الجهاز التناسلي البولي,انثى,بحريني,2019
Bahraini,Female,Congential Anomalies,19,العيوب والتشوهات خلقية,انثى,بحريني,2019
Bahraini,Female,External Causes of Morbidity & Mortality,27,الأسباب الخارجية للمرض والوفاة,انثى,بحريني,2019
Non-Bahraini,Male,"Endocrine, Nutritional & Metabolic & Immunity Disorders",4,أمراض الغدد الصماء والتغذية والتمثيل الغذائي وإضطرابات المناعة,ذكر,غير بحريني,2019
Non-Bahraini,Male,Mental Disorder,2,الإضطرابات العقلية,ذكر,غير بحريني,2019
Non-Bahraini,Male,Diseases of the Nervous System & Sense Organs,7,أمراض الجهاز العصبي,ذكر,غير بحريني,2019
Non-Bahraini,Male,Diseases of the Circulatory System,253,أمراض الجهاز الدوري,ذكر,غير بحريني,2019
Non-Bahraini,Male,Diseases of the Respiratory System,11,أمراض الجهاز التنفسي,ذكر,غير بحريني,2019
Non-Bahraini,Male,Diseases of the Skin & Subcutaneous Tissue,1,أمراض الجلد والنسيج الخلوي تحت الجلد,ذكر,غير بحريني,2019
Non-Bahraini,Male,Diseases of Genitourinary System,4,أمراض الجهاز التناسلي البولي,ذكر,غير بحريني,2019
Non-Bahraini,Male,Congential Anomalies,7,العيوب والتشوهات خلقية,ذكر,غير بحريني,2019
Non-Bahraini,Male,Undefined illness,7,الأعراض والعلامات المرضية والحالات غير المعينة,ذكر,غير بحريني,2019
Non-Bahraini,Male,"Injuries, Poisoning & Certain Other Consequences of External Causes",15,الإصابات والتسمم ونتائج أخرى معينة للأسباب الخارجية,ذكر,غير بحريني,2019
Non-Bahraini,Female,Neoplasms,18,الأورام,انثى,غير بحريني,2019
Non-Bahraini,Female,Diseases of the Blood & Blood Forming Organs,0,أمراض الدم وأعضاء تكوين الدم,انثى,غير بحريني,2019
Non-Bahraini,Female,Diseases of the Nervous System & Sense Organs,0,أمراض الجهاز العصبي,انثى,غير بحريني,2019
Non-Bahraini,Female,Diseases of the Eye & Adnexa,0,أمراض العين وتوابعها,انثى,غير بحريني,2019
Non-Bahraini,Female,Factors Influencing Health Status & Contact with Health Services,0,العوامل المؤثرة على الحالة الصحية والمتعلقة بالخدمات الصحية,انثى,غير بحريني,2019
Bahraini,Male,Diseases of the Blood & Blood Forming Organs,18,أمراض الدم وأعضاء تكوين الدم,ذكر,بحريني,2020
Bahraini,Male,Diseases of the Circulatory System,686,أمراض الجهاز الدوري,ذكر,بحريني,2020
Bahraini,Male,Diseases of the Skin & Subcutaneous Tissue,2,أمراض الجلد والنسيج الخلوي تحت الجلد,ذكر,بحريني,2020
Bahraini,Male,"Pregnancy, Child-Birth & the Puerperium*",0,الحمل والولادة والنفاس*,ذكر,بحريني,2020
Bahraini,Male,Undefined illness,49,الأعراض والعلامات المرضية والحالات غير المعينة,ذكر,بحريني,2020
Bahraini,Male,"Injuries, Poisoning & Certain Other Consequences of External Causes",0,الإصابات والتسمم ونتائج أخرى معينة للأسباب الخارجية,ذكر,بحريني,2020
Bahraini,Male,Others,162,أخرى,ذكر,بحريني,2020
Bahraini,Female,Diseases of the Eye & Adnexa,0,أمراض العين وتوابعها,انثى,بحريني,2020
Bahraini,Female,Diseases of the Circulatory System,468,أمراض الجهاز الدوري,انثى,بحريني,2020
Bahraini,Female,Diseases of the Digestive System,39,أمراض الجهاز الهضمي,انثى,بحريني,2020
Bahraini,Female,Diseases of the Skin & Subcutaneous Tissue,3,أمراض الجلد والنسيج الخلوي تحت الجلد,انثى,بحريني,2020
Bahraini,Female,Conditions Originating in the Perinental Period,22,حالات معينة تنشأ في  الفترة حول موعد الولادة,انثى,بحريني,2020
Bahraini,Female,Undefined illness,18,الأعراض والعلامات المرضية والحالات غير المعينة,انثى,بحريني,2020
Bahraini,Female,Factors Influencing Health Status & Contact with Health Services,2,العوامل المؤثرة على الحالة الصحية والمتعلقة بالخدمات الصحية,انثى,بحريني,2020
Bahraini,Female,Others,115,أخرى,انثى,بحريني,2020
Non-Bahraini,Male,Neoplasms,36,الأورام,ذكر,غير بحريني,2020
Non-Bahraini,Male,Mental Disorder,1,الإضطرابات العقلية,ذكر,غير بحريني,2020
Non-Bahraini,Male,Diseases of the Ear & Mastoid Process,0,أمراض الأذن والنتؤ الخشائي (الحلمي),ذكر,غير بحريني,2020
Non-Bahraini,Male,Diseases of the Respiratory System,13,أمراض الجهاز التنفسي,ذكر,غير بحريني,2020
Non-Bahraini,Male,Diseases of the Digestive System,12,أمراض الجهاز الهضمي,ذكر,غير بحريني,2020
Non-Bahraini,Male,Diseases of the Skin & Subcutaneous Tissue,0,أمراض الجلد والنسيج الخلوي تحت الجلد,ذكر,غير بحريني,2020
Non-Bahraini,Male,"Pregnancy, Child-Birth & the Puerperium*",0,الحمل والولادة والنفاس*,ذكر,غير بحريني,2020
Non-Bahraini,Male,"Injuries, Poisoning & Certain Other Consequences of External Causes",0,الإصابات والتسمم ونتائج أخرى معينة للأسباب الخارجية,ذكر,غير بحريني,2020
Non-Bahraini,Male,Others,95,أخرى,ذكر,غير بحريني,2020
Non-Bahraini,Female,Diseases of the Respiratory System,11,أمراض الجهاز التنفسي,انثى,غير بحريني,2020
Non-Bahraini,Female,Diseases of the Skin & Subcutaneous Tissue,0,أمراض الجلد والنسيج الخلوي تحت الجلد,انثى,غير بحريني,2020
Non-Bahraini,Female,Diseases of the Musculoskelatal System & Connective Tissue,2,أمراض الجهاز الهيكلي والنسيج الضام,انثى,غير بحريني,2020
Non-Bahraini,Female,"Pregnancy, Child-Birth & the Puerperium*",1,الحمل والولادة والنفاس*,انثى,غير بحريني,2020
Non-Bahraini,Female,Undefined illness,0,الأعراض والعلامات المرضية والحالات غير المعينة,انثى,غير بحريني,2020
Non-Bahraini,Female,"Injuries, Poisoning & Certain Other Consequences of External Causes",0,الإصابات والتسمم ونتائج أخرى معينة للأسباب الخارجية,انثى,غير بحريني,2020
